Timestamp,Latitude (rad),Longitude (rad),Altitude (m),Ground Speed (m/s)
2024-05-21T08:24:02.699Z,0.5575525590026215,-2.2079405482170835,412375.49023881374,7367.191051121773
2024-05-21T08:25:02.699Z,0.5103425447086148,-2.1556746704021568,411810.72308372107,7367.973354515974
2024-05-21T08:26:02.699Z,0.46181020830239916,-2.106343686858421,411292.78595151746,7368.696586982537
2024-05-21T08:27:02.699Z,0.4121572809602127,-2.059555422380921,410834.0829171658,7369.344143035266
2024-05-21T08:28:02.699Z,0.3615617191830509,-2.0149448942692416,410446.24882887036,7369.900450478062
